raw_code,link_count,registry_classification,routing_classification,canonical_code,is_core_alias,canonical_name,parent_code,root_code,wiktionary_section,parent_chain_json,components_json,source_language_counts_json,example_1_source_lang,example_1_source_word,example_1_source_pos,example_1_source_id,example_1_target_word,example_1_target_label,example_1_anchor,example_2_source_lang,example_2_source_word,example_2_source_pos,example_2_source_id,example_2_target_word,example_2_target_label,example_2_anchor,example_3_source_lang,example_3_source_word,example_3_source_pos,example_3_source_id,example_3_target_word,example_3_target_label,example_3_anchor
"ca, pl",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}]","{""eo"": 1}",eo,flegmo,noun,134417,flegma,,,,,,,,,,,,,,,,
"ca,ast,gl,pt",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""ast"", ""classification"": ""full_language"", ""canonical"": ""ast"", ""name"": ""Asturian""}, {""input"": ""gl"", ""classification"": ""full_language"", ""canonical"": ""gl"", ""name"": ""Galician""}, {""input"": ""pt"", ""classification"": ""full_language"", ""canonical"": ""pt"", ""name"": ""Portuguese""}]","{""es"": 1}",es,cegar,verb,89446,cegar,,,,,,,,,,,,,,,,
"ca,es,vec,scn",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}, {""input"": ""vec"", ""classification"": ""full_language"", ""canonical"": ""vec"", ""name"": ""Venetan""}, {""input"": ""scn"", ""classification"": ""full_language"", ""canonical"": ""scn"", ""name"": ""Sicilian""}]","{""it"": 1}",it,oca,noun,27303,oca,,,,,,,,,,,,,,,,
"ca,fr,it",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""fr"", ""classification"": ""full_language"", ""canonical"": ""fr"", ""name"": ""French""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}]","{""en"": 1}",en,Maura,name,337408,Maura,,,,,,,,,,,,,,,,
"ca,fr,oc",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""fr"", ""classification"": ""full_language"", ""canonical"": ""fr"", ""name"": ""French""}, {""input"": ""oc"", ""classification"": ""full_language"", ""canonical"": ""oc"", ""name"": ""Occitan""}]","{""eo"": 1}",eo,en,prep,10,en,,,,,,,,,,,,,,,,
"ca,gl,es",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""gl"", ""classification"": ""full_language"", ""canonical"": ""gl"", ""name"": ""Galician""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}]","{""pt"": 1}",pt,rebocar,verb,64317,remolcar,,,,,,,,,,,,,,,,
"ca,gl,oc,pt,es",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""gl"", ""classification"": ""full_language"", ""canonical"": ""gl"", ""name"": ""Galician""}, {""input"": ""oc"", ""classification"": ""full_language"", ""canonical"": ""oc"", ""name"": ""Occitan""}, {""input"": ""pt"", ""classification"": ""full_language"", ""canonical"": ""pt"", ""name"": ""Portuguese""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}]","{""en"": 1}",en,verificate,verb,677556,verificar,,,,,,,,,,,,,,,,
"ca,it,oc",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""oc"", ""classification"": ""full_language"", ""canonical"": ""oc"", ""name"": ""Occitan""}]","{""fr"": 1}",fr,Maisonneuve,name,41173,Casanova,,,,,,,,,,,,,,,,
"ca,oc,ca",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""oc"", ""classification"": ""full_language"", ""canonical"": ""oc"", ""name"": ""Occitan""}, {""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}]","{""fr"": 1}",fr,enchaîner,verb,33758,encadenar,,,,,,,,,,,,,,,,
"ca,oc,fr",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""oc"", ""classification"": ""full_language"", ""canonical"": ""oc"", ""name"": ""Occitan""}, {""input"": ""fr"", ""classification"": ""full_language"", ""canonical"": ""fr"", ""name"": ""French""}]","{""pt"": 1}",pt,genro,noun,23779,gendre,,,,,,,,,,,,,,,,
"ca,oc,vec",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""oc"", ""classification"": ""full_language"", ""canonical"": ""oc"", ""name"": ""Occitan""}, {""input"": ""vec"", ""classification"": ""full_language"", ""canonical"": ""vec"", ""name"": ""Venetan""}]","{""it"": 1}",it,tastare,verb,77441,tastar,,,,,,,,,,,,,,,,
"ca,pl",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ca"", ""classification"": ""full_language"", ""canonical"": ""ca"", ""name"": ""Catalan""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}]","{""en"": 1}",en,Antoni,name,337625,Antoni,,,,,,,,,,,,,,,,
"car,tri,way",1,multiple_languages,,,false,,,,,[],"[{""input"": ""car"", ""classification"": ""full_language"", ""canonical"": ""car"", ""name"": ""Kari'na""}, {""input"": ""tri"", ""classification"": ""full_language"", ""canonical"": ""tri"", ""name"": ""Trió""}, {""input"": ""way"", ""classification"": ""full_language"", ""canonical"": ""way"", ""name"": ""Wayana""}]","{""nl"": 1}",nl,Tamushi,name,141796,tamusi,,,,,,,,,,,,,,,,
ccm,1,full_language,,ccm,false,Malaccan Creole Malay,,,,[],[],"{""id"": 1}",id,dawat,noun,24152,dawat,,,,,,,,,,,,,,,,
"ceb,cbk",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ceb"", ""classification"": ""full_language"", ""canonical"": ""ceb"", ""name"": ""Cebuano""}, {""input"": ""cbk"", ""classification"": ""full_language"", ""canonical"": ""cbk"", ""name"": ""Chavacano""}]","{""id"": 1}",id,ketumbar,noun,19773,katumbal,,,,,,,,,,,,,,,,
"ceb,ilo,tl",1,multiple_languages,,,false,,,,,[],"[{""input"": ""ceb"", ""classification"": ""full_language"", ""canonical"": ""ceb"", ""name"": ""Cebuano""}, {""input"": ""ilo"", ""classification"": ""full_language"", ""canonical"": ""ilo"", ""name"": ""Ilocano""}, {""input"": ""tl"", ""classification"": ""full_language"", ""canonical"": ""tl"", ""name"": ""Tagalog""}]","{""en"": 1}",en,Singson,name,618847,Singson,,,,,,,,,,,,,,,,
cel-bry-pro,1,full_language,,cel-bry-pro,false,Proto-Brythonic,,,,[],[],"{""en"": 1}",en,Holland,name,122819,haiw-,,,,,,,,,,,,,,,,
chw,1,full_language,,chw,false,Chuabo,,,,[],[],"{""pt"": 1}",pt,muamuna,noun,433535,mwamuna,,,,,,,,,,,,,,,,
cic,1,full_language,,cic,false,Chickasaw,,,,[],[],"{""en"": 1}",en,Toccopola,name,1201019,oktaak,,,,,,,,,,,,,,,,
cja,1,full_language,,cja,false,Western Cham,,,,[],[],"{""vi"": 1}",vi,Đà Nẵng,name,20193,đaknan,,,,,,,,,,,,,,,,
clh,1,full_language,,clh,false,Chilisso,,,,[],[],"{""en"": 1}",en,Chilisso,name,1319265,چلیسو,,,,,,,,,,,,,,,,
cmt,1,full_language,,cmt,false,Camtho,,,,[],[],"{""en"": 1}",en,moegoe,noun,654645,moegoe,,,,,,,,,,,,,,,,
"co, scn",1,multiple_languages,,,false,,,,,[],"[{""input"": ""co"", ""classification"": ""full_language"", ""canonical"": ""co"", ""name"": ""Corsican""}, {""input"": ""scn"", ""classification"": ""full_language"", ""canonical"": ""scn"", ""name"": ""Sicilian""}]","{""it"": 1}",it,parrucca,noun,39352,pilucca,,,,,,,,,,,,,,,,
"co,sc,scn",1,multiple_languages,,,false,,,,,[],"[{""input"": ""co"", ""classification"": ""full_language"", ""canonical"": ""co"", ""name"": ""Corsican""}, {""input"": ""sc"", ""classification"": ""full_language"", ""canonical"": ""sc"", ""name"": ""Sardinian""}, {""input"": ""scn"", ""classification"": ""full_language"", ""canonical"": ""scn"", ""name"": ""Sicilian""}]","{""it"": 1}",it,osso,noun,20499,ossu,,,,,,,,,,,,,,,,
cod,1,full_language,,cod,false,Cocama,,,,[],[],"{""pt"": 1}",pt,panapaná,noun,206269,panama,,,,,,,,,,,,,,,,
com,1,full_language,,com,false,Comanche,,,,[],[],"{""en"": 1}",en,Numic,adj,957374,nʉmʉ,,,,,,,,,,,,,,,,
con,1,full_language,,con,false,Cofán,,,,[],[],"{""en"": 1}",en,yage,noun,611482,yagé,,,,,,,,,,,,,,,,
cop-boh,1,etymology_only,external,cop-boh,false,Bohairic Coptic,cop,cop,Coptic,"[""cop-boh"", ""cop""]",[],"{""en"": 1}",en,Khem,name,515177,ⲭⲏⲙⲓ,,,,,,,,,,,,,,,,
cop-fay,1,etymology_only,external,cop-fay,false,Fayyumic Coptic,cop,cop,Coptic,"[""cop-fay"", ""cop""]",[],"{""fi"": 1}",fi,lilja,noun,22004,ϩⲗⲏⲣⲓ,,,,,,,,,,,,,,,,
"crh, kdr",1,multiple_languages,,,false,,,,,[],"[{""input"": ""crh"", ""classification"": ""full_language"", ""canonical"": ""crh"", ""name"": ""Crimean Tatar""}, {""input"": ""kdr"", ""classification"": ""full_language"", ""canonical"": ""kdr"", ""name"": ""Karaim""}]","{""tr"": 1}",tr,orun,noun,33878,orun,,,,,,,,,,,,,,,,
"crh,tr",1,multiple_languages,,,false,,,,,[],"[{""input"": ""crh"", ""classification"": ""full_language"", ""canonical"": ""crh"", ""name"": ""Crimean Tatar""}, {""input"": ""tr"", ""classification"": ""full_language"", ""canonical"": ""tr"", ""name"": ""Turkish""}]","{""uk"": 1}",uk,Чурюк,name,58675,çürük,,,,,,,,,,,,,,,,
"crh,uz",1,multiple_languages,,,false,,,,,[],"[{""input"": ""crh"", ""classification"": ""full_language"", ""canonical"": ""crh"", ""name"": ""Crimean Tatar""}, {""input"": ""uz"", ""classification"": ""full_language"", ""canonical"": ""uz"", ""name"": ""Uzbek""}]","{""tr"": 1}",tr,yeğni,adj,42233,yengil,,,,,,,,,,,,,,,,
crp-cpr,1,full_language,,crp-cpr,false,Chinese Pidgin Russian,,,,[],[],"{""ru"": 1}",ru,китаёза,noun,249455,китаёза,,,,,,,,,,,,,,,,
crp-cpr-kya,1,etymology_only,external,crp-cpr-kya,false,Kyakhta Chinese Pidgin Russian,crp-cpr,crp-cpr,Chinese Pidgin Russian,"[""crp-cpr-kya"", ""crp-cpr""]",[],"{""ru"": 1}",ru,Шалтай-Болтай,name,100957,шелатай-балетай,,,,,,,,,,,,,,,,
crp-rsn,1,full_language,,crp-rsn,false,Russenorsk,,,,[],[],"{""sv"": 1}",sv,lite grann,adv,10750,лита грань немножко,,,,,,,,,,,,,,,,
crr,1,full_language,,crr,false,Carolina Algonquian,,,,[],[],"{""en"": 1}",en,macock,noun,798978,macócqwer,,,,,,,,,,,,,,,,
"cs,de,it,pl,sk",1,multiple_languages,,,false,,,,,[],"[{""input"": ""cs"", ""classification"": ""full_language"", ""canonical"": ""cs"", ""name"": ""Czech""}, {""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}, {""input"": ""sk"", ""classification"": ""full_language"", ""canonical"": ""sk"", ""name"": ""Slovak""}]","{""en"": 1}",en,Seraphin,name,518051,Serafin,,,,,,,,,,,,,,,,
"cs,hu",1,multiple_languages,,,false,,,,,[],"[{""input"": ""cs"", ""classification"": ""full_language"", ""canonical"": ""cs"", ""name"": ""Czech""}, {""input"": ""hu"", ""classification"": ""full_language"", ""canonical"": ""hu"", ""name"": ""Hungarian""}]","{""en"": 1}",en,Salak,name,541184,Salák,,,,,,,,,,,,,,,,
"cs,lt",1,multiple_languages,,,false,,,,,[],"[{""input"": ""cs"", ""classification"": ""full_language"", ""canonical"": ""cs"", ""name"": ""Czech""}, {""input"": ""lt"", ""classification"": ""full_language"", ""canonical"": ""lt"", ""name"": ""Lithuanian""}]","{""eo"": 1}",eo,pra-,prefix,854,pra-,,,,,,,,,,,,,,,,
"cs,pl,sl",1,multiple_languages,,,false,,,,,[],"[{""input"": ""cs"", ""classification"": ""full_language"", ""canonical"": ""cs"", ""name"": ""Czech""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}, {""input"": ""sl"", ""classification"": ""full_language"", ""canonical"": ""sl"", ""name"": ""Slovene""}]","{""en"": 1}",en,roof,noun,58445,strop,,,,,,,,,,,,,,,,
"cs,sh,sl,sk",1,multiple_languages,,,false,,,,,[],"[{""input"": ""cs"", ""classification"": ""full_language"", ""canonical"": ""cs"", ""name"": ""Czech""}, {""input"": ""sh"", ""classification"": ""full_language"", ""canonical"": ""sh"", ""name"": ""Serbo-Croatian""}, {""input"": ""sl"", ""classification"": ""full_language"", ""canonical"": ""sl"", ""name"": ""Slovene""}, {""input"": ""sk"", ""classification"": ""full_language"", ""canonical"": ""sk"", ""name"": ""Slovak""}]","{""ru"": 1}",ru,золото,noun,3098,zlato,,,,,,,,,,,,,,,,
"cs,zlw-ocs",1,multiple_languages,,,false,,,,,[],"[{""input"": ""cs"", ""classification"": ""full_language"", ""canonical"": ""cs"", ""name"": ""Czech""}, {""input"": ""zlw-ocs"", ""classification"": ""full_language"", ""canonical"": ""zlw-ocs"", ""name"": ""Old Czech""}]","{""uk"": 1}",uk,шлея,noun,57514,šle,,,,,,,,,,,,,,,,
csw,1,full_language,,csw,false,Swampy Cree,,,,[],[],"{""en"": 1}",en,Winnipeg,name,214253,ᐑᓂᐯᐠ,,,,,,,,,,,,,,,,
cuo,1,full_language,,cuo,false,Cumanagoto,,,,[],[],"{""eo"": 1}",eo,arepo,noun,128202,erepa,,,,,,,,,,,,,,,,
cup,1,full_language,,cup,false,Cupeño,,,,[],[],"{""en"": 1}",en,Cupan,adj,1097164,Cupa,,,,,,,,,,,,,,,,
"da,et,fo,de,is,no,sv",1,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""et"", ""classification"": ""full_language"", ""canonical"": ""et"", ""name"": ""Estonian""}, {""input"": ""fo"", ""classification"": ""full_language"", ""canonical"": ""fo"", ""name"": ""Faroese""}, {""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""is"", ""classification"": ""full_language"", ""canonical"": ""is"", ""name"": ""Icelandic""}, {""input"": ""no"", ""classification"": ""full_language"", ""canonical"": ""no"", ""name"": ""Norwegian""}, {""input"": ""sv"", ""classification"": ""full_language"", ""canonical"": ""sv"", ""name"": ""Swedish""}]","{""en"": 1}",en,Georg,name,296093,Georg,,,,,,,,,,,,,,,,
"da,is,no,sv",1,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""is"", ""classification"": ""full_language"", ""canonical"": ""is"", ""name"": ""Icelandic""}, {""input"": ""no"", ""classification"": ""full_language"", ""canonical"": ""no"", ""name"": ""Norwegian""}, {""input"": ""sv"", ""classification"": ""full_language"", ""canonical"": ""sv"", ""name"": ""Swedish""}]","{""en"": 1}",en,Anders,name,249926,Anders,,,,,,,,,,,,,,,,
"da,nb,nn,is",1,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""nb"", ""classification"": ""full_language"", ""canonical"": ""nb"", ""name"": ""Norwegian Bokmål""}, {""input"": ""nn"", ""classification"": ""full_language"", ""canonical"": ""nn"", ""name"": ""Norwegian Nynorsk""}, {""input"": ""is"", ""classification"": ""full_language"", ""canonical"": ""is"", ""name"": ""Icelandic""}]","{""en"": 1}",en,hail,noun,154153,hagl,,,,,,,,,,,,,,,,
"da,ovd,nb,nn,sv",1,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""ovd"", ""classification"": ""full_language"", ""canonical"": ""ovd"", ""name"": ""Elfdalian""}, {""input"": ""nb"", ""classification"": ""full_language"", ""canonical"": ""nb"", ""name"": ""Norwegian Bokmål""}, {""input"": ""nn"", ""classification"": ""full_language"", ""canonical"": ""nn"", ""name"": ""Norwegian Nynorsk""}, {""input"": ""sv"", ""classification"": ""full_language"", ""canonical"": ""sv"", ""name"": ""Swedish""}]","{""en"": 1}",en,fish,noun,27256,fisk,,,,,,,,,,,,,,,,
"da,sl,sv",1,multiple_languages,,,false,,,,,[],"[{""input"": ""da"", ""classification"": ""full_language"", ""canonical"": ""da"", ""name"": ""Danish""}, {""input"": ""sl"", ""classification"": ""full_language"", ""canonical"": ""sl"", ""name"": ""Slovene""}, {""input"": ""sv"", ""classification"": ""full_language"", ""canonical"": ""sv"", ""name"": ""Swedish""}]","{""en"": 1}",en,deal,noun,8860,del,,,,,,,,,,,,,,,,
ddo,1,full_language,,ddo,false,Tsez,,,,[],[],"{""la"": 1}",la,fungus,noun,1516,зикӀу,,,,,,,,,,,,,,,,
"de, nl",1,multiple_languages,,,false,,,,,[],"[{""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""nl"", ""classification"": ""full_language"", ""canonical"": ""nl"", ""name"": ""Dutch""}]","{""eo"": 1}",eo,nu,intj,6,nu,,,,,,,,,,,,,,,,
"de,en",1,multiple_languages,,,false,,,,,[],"[{""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}]","{""it"": 1}",it,Emilio,name,17683,Emil,,,,,,,,,,,,,,,,
"de,it",1,multiple_languages,,,false,,,,,[],"[{""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}]","{""en"": 1}",en,Carla,name,242181,Carla,,,,,,,,,,,,,,,,
"de,it,pl",1,multiple_languages,,,false,,,,,[],"[{""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}]","{""eo"": 1}",eo,Eŭropo,name,7047,Europa,,,,,,,,,,,,,,,,
"de,la,pl",1,multiple_languages,,,false,,,,,[],"[{""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""la"", ""classification"": ""full_language"", ""canonical"": ""la"", ""name"": ""Latin""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}]","{""eo"": 1}",eo,Kenjo,name,4177,Kenia,,,,,,,,,,,,,,,,
"de,lb,wym",1,multiple_languages,,,false,,,,,[],"[{""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""lb"", ""classification"": ""full_language"", ""canonical"": ""lb"", ""name"": ""Luxembourgish""}, {""input"": ""wym"", ""classification"": ""full_language"", ""canonical"": ""wym"", ""name"": ""Vilamovian""}]","{""en"": 1}",en,or,conj,362,oder,,,,,,,,,,,,,,,,
"de,mhn",1,multiple_languages,,,false,,,,,[],"[{""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""mhn"", ""classification"": ""full_language"", ""canonical"": ""mhn"", ""name"": ""Mòcheno""}]","{""en"": 1}",en,drink,verb,27252,trinken,,,,,,,,,,,,,,,,
deh,1,full_language,,deh,false,Dehwari,,,,[],[],"{""en"": 1}",en,Dehwari,name,1319281,دهواری,,,,,,,,,,,,,,,,
dep,1,full_language,,dep,false,Pidgin Delaware,,,,[],[],"{""en"": 1}",en,manitou,noun,416315,Manétto,,,,,,,,,,,,,,,,
"dlm,vec",1,multiple_languages,,,false,,,,,[],"[{""input"": ""dlm"", ""classification"": ""full_language"", ""canonical"": ""dlm"", ""name"": ""Dalmatian""}, {""input"": ""vec"", ""classification"": ""full_language"", ""canonical"": ""vec"", ""name"": ""Venetan""}]","{""ro"": 1}",ro,bură,noun,39318,bura,,,,,,,,,,,,,,,,
dma,1,full_language,,dma,false,Duma,,,,[],[],"{""en"": 1}",en,moabi,noun,730558,muyabi,,,,,,,,,,,,,,,,
dmn,1,family,,dmn,false,Mande,,,,[],[],"{""en"": 1}",en,gris-gris,noun,426101,gerregery,,,,,,,,,,,,,,,,
dng,1,full_language,,dng,false,Dungan,,,,[],[],"{""ru"": 1}",ru,фунчоза,noun,222530,фынтёзы,,,,,,,,,,,,,,,,
dnk,1,full_language,,dnk,false,Dengka,,,,[],[],"{""id"": 1}",id,bisak,noun,30089,bisak,,,,,,,,,,,,,,,,
drg,1,full_language,,drg,false,Rungus,,,,[],[],"{""en"": 1}",en,Kudat,name,1434948,kutad,,,,,,,,,,,,,,,,
drl,1,full_language,,drl,false,Baagandji,,,,[],[],"{""en"": 1}",en,kopi,noun,442516,kopi,,,,,,,,,,,,,,,,
dru,1,full_language,,dru,false,Rukai,,,,[],[],"{""en"": 1}",en,taoke,noun,1444061,tawki,,,,,,,,,,,,,,,,
dso,1,full_language,,dso,false,Desiya,,,,[],[],"{""en"": 1}",en,Desia,noun,1383152,ଦେଶିଆ,,,,,,,,,,,,,,,,
dta,1,full_language,,dta,false,Daur,,,,[],[],"{""en"": 1}",en,Daur,noun,565978,daur,,,,,,,,,,,,,,,,
dtr,1,full_language,,dtr,false,Lotud,,,,[],[],"{""id"": 1}",id,lamin,noun,24290,lamin,,,,,,,,,,,,,,,,
duo,1,full_language,,duo,false,Dupaningan Agta,,,,[],[],"{""id"": 1}",id,along,noun,17253,along,,,,,,,,,,,,,,,,
dwu,1,full_language,,dwu,false,Dhuwal,,,,[],[],"{""en"": 1}",en,balanda,noun,660348,balanda,,,,,,,,,,,,,,,,
eee,1,full_language,,eee,false,E,,,,[],[],"{""en"": 1}",en,E,name,9976,ɛ⁵⁵,,,,,,,,,,,,,,,,
"egl,rgn",1,multiple_languages,,,false,,,,,[],"[{""input"": ""egl"", ""classification"": ""full_language"", ""canonical"": ""egl"", ""name"": ""Emilian""}, {""input"": ""rgn"", ""classification"": ""full_language"", ""canonical"": ""rgn"", ""name"": ""Romagnol""}]","{""it"": 1}",it,luglio,noun,1792,lój,,,,,,,,,,,,,,,,
eme,1,full_language,,eme,false,Emerillon,,,,[],[],"{""en"": 1}",en,aimara,noun,727848,taɾeʔiɾ,,,,,,,,,,,,,,,,
emy,1,full_language,,emy,false,Epigraphic Mayan,,,,[],[],"{""es"": 1}",es,Chan,name,19811,chan,,,,,,,,,,,,,,,,
"en,fr,de,pl,es",1,multiple_languages,,,false,,,,,[],"[{""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}, {""input"": ""fr"", ""classification"": ""full_language"", ""canonical"": ""fr"", ""name"": ""French""}, {""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}]","{""eo"": 1}",eo,re-,prefix,361,re-,,,,,,,,,,,,,,,,
"en,fr,it,es",1,multiple_languages,,,false,,,,,[],"[{""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}, {""input"": ""fr"", ""classification"": ""full_language"", ""canonical"": ""fr"", ""name"": ""French""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}]","{""eo"": 1}",eo,eks-,prefix,834,ex-,,,,,,,,,,,,,,,,
"en,frm",1,multiple_languages,,,false,,,,,[],"[{""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}, {""input"": ""frm"", ""classification"": ""full_language"", ""canonical"": ""frm"", ""name"": ""Middle French""}]","{""fr"": 1}",fr,noirette,noun,390313,noirette,,,,,,,,,,,,,,,,
"en,it",1,multiple_languages,,,false,,,,,[],"[{""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}]","{""de"": 1}",de,Kupʼjansʹk,name,361970,Kupʺjansʹk,,,,,,,,,,,,,,,,
"en,it,de",1,multiple_languages,,,false,,,,,[],"[{""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""de"", ""classification"": ""full_language"", ""canonical"": ""de"", ""name"": ""German""}]","{""eo"": 1}",eo,en,prep,10,in,,,,,,,,,,,,,,,,
"en,it,es",1,multiple_languages,,,false,,,,,[],"[{""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""es"", ""classification"": ""full_language"", ""canonical"": ""es"", ""name"": ""Spanish""}]","{""eo"": 1}",eo,ne,particle,179,no,,,,,,,,,,,,,,,,
"en,it,pl",1,multiple_languages,,,false,,,,,[],"[{""input"": ""en"", ""classification"": ""full_language"", ""canonical"": ""en"", ""name"": ""English""}, {""input"": ""it"", ""classification"": ""full_language"", ""canonical"": ""it"", ""name"": ""Italian""}, {""input"": ""pl"", ""classification"": ""full_language"", ""canonical"": ""pl"", ""name"": ""Polish""}]","{""eo"": 1}",eo,opero,noun,258,opera,,,,,,,,,,,,,,,,
en-CA,1,etymology_only,supported,en-CA,false,Canadian English,en-US,en,English,"[""en-CA"", ""en-US"", ""en-NNN"", ""en""]",[],"{""nb"": 1}",nb,Egypt,name,6185,Egypt,,,,,,,,,,,,,,,,
en-ZA,1,etymology_only,supported,en-ZA,false,South African English,en,en,English,"[""en-ZA"", ""en""]",[],"{""nb"": 1}",nb,Egypt,name,6188,Egypt,,,,,,,,,,,,,,,,
enh,1,full_language,,enh,false,Tundra Enets,,,,[],[],"{""hu"": 1}",hu,nyúl,noun,6337,наба,,,,,,,,,,,,,,,,
